"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"The former Yugoslav Republic of Macedonia","2002","Female","97.3",""
"The former Yugoslav Republic of Macedonia","2002","Male","96.0",""
"The former Yugoslav Republic of Macedonia","2001","Female","98.3",""
"The former Yugoslav Republic of Macedonia","2001","Male","98.0",""
"The former Yugoslav Republic of Macedonia","2000","Female","97.4",""
"The former Yugoslav Republic of Macedonia","2000","Male","98.1",""
"Timor-Leste","2011","Female","90.6",""
"Timor-Leste","2011","Male","91.3",""
"Timor-Leste","2010","Female","85.6",""
"Timor-Leste","2010","Male","86.2",""
"Timor-Leste","2009","Female","79.2",""
"Timor-Leste","2009","Male","81.3",""
"Timor-Leste","2008","Female","72.6",""
"Timor-Leste","2008","Male","74.4",""
"Timor-Leste","2005","Female","65.3","1"
"Timor-Leste","2005","Male","68.3","1"
"Trinidad and Tobago","2010","Female","97.0",""
"Trinidad and Tobago","2010","Male","97.7",""
"Trinidad and Tobago","2009","Female","94.4","2"
"Trinidad and Tobago","2009","Male","97.5","2"
"Trinidad and Tobago","2008","Female","94.8",""
"Trinidad and Tobago","2008","Male","95.3",""
"Trinidad and Tobago","2007","Female","96.1",""
"Trinidad and Tobago","2007","Male","97.6",""
"Trinidad and Tobago","2005","Female","91.3","2"
"Trinidad and Tobago","2005","Male","91.2","2"
"Trinidad and Tobago","2004","Female","94.5","2"
"Trinidad and Tobago","2004","Male","94.2","2"
"Trinidad and Tobago","2003","Female","93.5",""
"Trinidad and Tobago","2003","Male","93.7",""
"Trinidad and Tobago","2002","Female","92.7","1"
"Trinidad and Tobago","2002","Male","90.9","1"
"Trinidad and Tobago","2001","Female","94.5",""
"Trinidad and Tobago","2001","Male","93.8",""
"Trinidad and Tobago","2000","Female","93.8","1"
"Trinidad and Tobago","2000","Male","93.2","1"
"Tunisia","2001","Female","95.6","1"
"Tunisia","2001","Male","98.2","1"
"Tunisia","2000","Female","93.8","1"
"Tunisia","2000","Male","97.2","1"
"Turkey","2010","Female","98.3",""
"Turkey","2010","Male","99.5",""
"Turkey","2009","Female","96.7",""
"Turkey","2009","Male","98.2",""
"Turkey","2006","Female","96.0",""
"Turkey","2006","Male","99.4",""
"Turkey","2005","Female","94.4",""
"Turkey","2005","Male","98.7",""
"Turkey","2004","Female","93.4",""
"Turkey","2004","Male","98.2",""
"Turkey","2003","Female","92.1",""
"Turkey","2003","Male","97.5",""
"Turkey","2000","Female","91.9",""
"Turkey","2000","Male","99.9",""
"Uganda","2011","Female","95.2",""
"Uganda","2011","Male","92.5",""
"Uganda","2010","Female","92.3",""
"Uganda","2010","Male","89.7",""
"Uganda","2009","Female","95.3",""
"Uganda","2009","Male","93.1",""
"Ukraine","2011","Female","92.7",""
"Ukraine","2011","Male","91.6",""
"Ukraine","2010","Female","91.5","2"
"Ukraine","2010","Male","90.8","2"
"Ukraine","2009","Female","90.0","2"
"Ukraine","2009","Male","89.7","2"
"Ukraine","2008","Female","90.4","2"
"Ukraine","2008","Male","90.0","2"
"Ukraine","2007","Female","90.6","2"
"Ukraine","2007","Male","90.7","2"
"Ukraine","2006","Female","90.5","2"
"Ukraine","2006","Male","90.8","2"
"Ukraine","2005","Female","90.7","2"
"Ukraine","2005","Male","91.0","2"
"Ukraine","2004","Female","89.5","2"
"Ukraine","2004","Male","90.0","2"
"Ukraine","2003","Female","89.1","1"
"Ukraine","2003","Male","89.1","1"
"Ukraine","2002","Female","93.7","1"
"Ukraine","2002","Male","93.9","1"
"United Arab Emirates","2006","Female","97.7",""
"United Arab Emirates","2006","Male","93.6",""
"United Arab Emirates","2005","Female","98.0",""
"United Arab Emirates","2005","Male","96.3",""
"United Arab Emirates","2004","Female","95.6",""
"United Arab Emirates","2004","Male","94.5",""
"United Arab Emirates","2003","Female","92.1",""
"United Arab Emirates","2003","Male","90.6",""
"United Arab Emirates","2002","Female","84.8",""
"United Arab Emirates","2002","Male","84.3","1"
"United Arab Emirates","2001","Female","80.1",""
"United Arab Emirates","2001","Male","79.4",""
"United Arab Emirates","2000","Female","81.5",""
"United Arab Emirates","2000","Male","80.6",""
"United Kingdom","2010","Female","99.6",""
"United Kingdom","2010","Male","99.8",""
"United Kingdom","2009","Female","99.7",""
"United Kingdom","2009","Male","99.9",""
"United Kingdom","2008","Female","99.8",""
"United Kingdom","2008","Male","99.9",""
"United Kingdom","2007","Female","98.7",""
"United Kingdom","2007","Male","98.2",""
"United Kingdom","2006","Female","100.0",""
"United Kingdom","2006","Male","99.5",""
"United Kingdom","2005","Female","100.0",""
"United Kingdom","2005","Male","100.0",""
"United Kingdom","2004","Female","99.5",""
"United Kingdom","2004","Male","99.4",""
"United Kingdom","2003","Female","100.0",""
"United Kingdom","2003","Male","99.9",""
"United Kingdom","2002","Female","100.0",""
"United Kingdom","2002","Male","99.9",""
"United Kingdom","2000","Female","100.0",""
"United Kingdom","2000","Male","100.0",""
"United Republic of Tanzania","2008","Female","98.0",""
"United Republic of Tanzania","2008","Male","98.5",""
"United Republic of Tanzania","2006","Female","95.9",""
"United Republic of Tanzania","2006","Male","97.1",""
"United Republic of Tanzania","2005","Female","90.1",""
"United Republic of Tanzania","2005","Male","91.7",""
"United Republic of Tanzania","2004","Female","85.5",""
"United Republic of Tanzania","2004","Male","87.1",""
"United Republic of Tanzania","2003","Female","80.8","1"
"United Republic of Tanzania","2003","Male","82.6","1"
"United Republic of Tanzania","2002","Female","72.5",""
"United Republic of Tanzania","2002","Male","73.6",""
"United Republic of Tanzania","2001","Female","58.0",""
"United Republic of Tanzania","2001","Male","57.8",""
"United Republic of Tanzania","2000","Female","53.8","1"
"United Republic of Tanzania","2000","Male","52.4","1"
"United States of America","2010","Female","96.1",""
"United States of America","2010","Male","95.4",""
"United States of America","2009","Female","97.9",""
"United States of America","2009","Male","95.9",""
"United States of America","2008","Female","98.1",""
"United States of America","2008","Male","97.3",""
"United States of America","2007","Female","97.9",""
"United States of America","2007","Male","96.7",""
"United States of America","2006","Female","96.9",""
"United States of America","2006","Male","95.1",""
"United States of America","2005","Female","95.9",""
"United States of America","2005","Male","94.6",""
"United States of America","2004","Female","95.1","1"
"United States of America","2004","Male","93.9","1"
"United States of America","2003","Female","96.0",""
"United States of America","2003","Male","95.0",""
"United States of America","2002","Female","96.4",""
"United States of America","2002","Male","95.1",""
"United States of America","2001","Female","97.9",""
"United States of America","2001","Male","96.7",""
"United States of America","2000","Female","97.0",""
"United States of America","2000","Male","97.1",""
"Uruguay","2009","Female","99.2",""
"Uruguay","2009","Male","99.8",""
"Uruguay","2008","Female","99.1",""
"Uruguay","2008","Male","99.5",""
"Uruguay","2005","Female","97.5","1"
"Uruguay","2005","Male","97.7","1"
"Uzbekistan","2011","Female","91.5",""
"Uzbekistan","2011","Male","94.1",""
"Uzbekistan","2010","Female","91.0",""
"Uzbekistan","2010","Male","93.3",""
"Uzbekistan","2009","Female","90.3",""
"Uzbekistan","2009","Male","92.3",""
"Uzbekistan","2008","Female","91.0",""
"Uzbekistan","2008","Male","92.8",""
"Uzbekistan","2007","Female","92.2",""
"Uzbekistan","2007","Male","94.5",""
"Vanuatu","2004","Female","97.0","1"
"Vanuatu","2004","Male","98.1","1"
"Venezuela (Bolivarian Republic of)","2011","Female","95.0",""
"Venezuela (Bolivarian Republic of)","2011","Male","94.6",""
"Venezuela (Bolivarian Republic of)","2010","Female","95.1",""
"Venezuela (Bolivarian Republic of)","2010","Male","94.7",""
"Venezuela (Bolivarian Republic of)","2009","Female","94.4",""
"Venezuela (Bolivarian Republic of)","2009","Male","94.0",""
"Venezuela (Bolivarian Republic of)","2007","Female","94.7",""
"Venezuela (Bolivarian Republic of)","2007","Male","94.0",""
"Venezuela (Bolivarian Republic of)","2006","Female","93.9",""
"Venezuela (Bolivarian Republic of)","2006","Male","93.0",""
"Venezuela (Bolivarian Republic of)","2005","Female","93.4",""
"Venezuela (Bolivarian Republic of)","2005","Male","92.2",""
"Venezuela (Bolivarian Republic of)","2004","Female","94.6",""
"Venezuela (Bolivarian Republic of)","2004","Male","93.7",""
"Venezuela (Bolivarian Republic of)","2003","Female","94.5",""
"Venezuela (Bolivarian Republic of)","2003","Male","93.3",""
"Venezuela (Bolivarian Republic of)","2002","Female","95.8",""
"Venezuela (Bolivarian Republic of)","2002","Male","94.7",""
"Venezuela (Bolivarian Republic of)","2001","Female","92.8","1"
"Venezuela (Bolivarian Republic of)","2001","Male","91.4","1"
"Venezuela (Bolivarian Republic of)","2000","Female","90.0",""
"Venezuela (Bolivarian Republic of)","2000","Male","88.6",""
"Yemen","2011","Female","69.7",""
"Yemen","2011","Male","82.8",""
"Yemen","2010","Female","70.5",""
"Yemen","2010","Male","85.5",""
"Yemen","2008","Female","67.3",""
"Yemen","2008","Male","81.3",""
"Yemen","2005","Female","66.0",""
"Yemen","2005","Male","86.7",""
"Yemen","2004","Female","63.0","1"
"Yemen","2004","Male","86.6","1"
"Yemen","2003","Female","59.8","1"
"Yemen","2003","Male","84.5","1"
"Zambia","2011","Female","98.4",""
"Zambia","2011","Male","96.1",""
"Zambia","2010","Female","93.9","1"
"Zambia","2010","Male","91.4","1"
"Zambia","2009","Female","96.1","1"
"Zambia","2009","Male","93.5","1"
"Zambia","2007","Female","97.3",""
"Zambia","2007","Male","96.3",""
"Zambia","2006","Female","97.6","1"
"Zambia","2006","Male","94.0","1"
"Zambia","2005","Female","97.4","1"
"Zambia","2005","Male","95.3","1"
"Zambia","2004","Female","87.9","1"
"Zambia","2004","Male","87.4","1"
"Zambia","2002","Female","73.6","1"
"Zambia","2002","Male","74.6","1"
"Zambia","2001","Female","70.5","1"
"Zambia","2001","Male","71.2","1"
"Zambia","2000","Female","70.2","1"
"Zambia","2000","Male","71.7","1"

"footnoteSeqID","Footnote"
"1","Estimated by UNESCO Institute for Statistics"
"2","National estimation"
