Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Honduras,HND,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1318911702,1421477788,1531434579,1438959956,1979756033,2338186933,2642084906,2545868542,2491985115,2109755373,2701658714,2783412546,2531802699,3008344136,3458313626,3754265678,3813545536,4708097401,4769082162,5744253369,8138457728,8666862381,8410394831
Heavily indebted poor countries (HIPC),HPC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3524350092,4703235110,5884888204,8190523098,8758177308,8800316451,11487840811,13674518993,12957286637,14894514532,14132506400,14483805262,14807134321,17766773440,15423620716,14966894623,14244345198,18818215999,19991304928,20770636600,23253815166,28308830586,29726299387
Haiti,HTI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,182507938.1,141791474,82171314,62581880.5,189071925.4,219055947.4,367815247,582010074.4,705361460.2,1092529059,1934159447,1923168995,2210669134,2444136224,1960922746,1902499198,2081778585,2316457387,2273981844,2355488438,2590258527,2734423350,2368091965
Hungary,HUN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,11217315166,10755092581,10383091415,12793544669,15965389148,18602833678,21589904537,24052210871,33873898858,44181292717,44988182851,48831918089,44670620404,46508013998,42019881301,33124288326,25824253667,28002680652,31366581856,31831003375,41349416013,43483375179,41218685384
IBRD only,IBD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,29352929561,28103636180,32033585247,36256203642,36310733909,34730799049,42597040282,56935744023,51640625721,66118917968,96210980584,1.10137E+11,1.12798E+11,99386826239,1.11863E+11,1.05929E+11,1.1637E+11,1.30215E+11,1.20661E+11,1.29186E+11,1.35916E+11,1.44908E+11,1.37222E+11
IDA only,IDX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,41059061575,49050841139,71607865094,1.03737E+11,1.31631E+11,1.37825E+11,1.7805E+11,2.76578E+11,2.57423E+11,2.84683E+11,3.0048E+11,2.98739E+11,3.00426E+11,2.98092E+11,3.25081E+11,3.53319E+11,3.61694E+11,4.12614E+11,3.99167E+11,4.6347E+11,5.90227E+11,6.38485E+11,5.67298E+11
Not classified,INX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5407973930,5635200931,5475153289,4151959059,2907974283,868977916.8,831899692.3,925477308.1,1038963263,2150685637,2113857314,1694805971,1707531869,1635949833,1749390343,2203153449,3589332627,4412516407,5222681913,5732541811,7463044895,13246996093,13039213741
"Iran, Islamic Rep.",IRN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6744700000,6744700000,6744700000,6744700000,7906697188,12200841777,20051759952,31454864112,50101816706,44332623238,50622117150,61033121084,70327019949,77747258750,66281655807,53992019679,45298562241,49315419400,64719421423,68017647834,54424472658,64231022303,
Iceland,ISL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,405074266,355376118.5,461532295.2,818644873.1,1074203553,1068602214,2342225223,2631913597,3570697294,3882623016,5788562800,8548042323,4191506844,4237652259,4177067541,5040573412,7225621330,6566175920,6321213332,6782387112,6419314385,7078849096,5887412718
Israel,ISR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,23281206068,23378584659,24082878018,26315098306,27094382253,28059414574,29153237864,28518505747,42513241647,60611355181,70907310771,74874110293,75907618701,81785518233,86101256622,90575018408,95446290282,1.1301E+11,1.15266E+11,1.26008E+11,1.73292E+11,2.12934E+11,1.94231E+11
Italy,ITA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,47201146788,46215583156,55621728399,63263645221,62386140318,65954006492,75773325816,94108647219,1.05649E+11,1.31497E+11,1.58478E+11,1.69872E+11,1.8167E+11,1.45725E+11,1.42756E+11,1.30592E+11,1.35133E+11,1.5112E+11,1.52362E+11,1.75398E+11,2.10687E+11,2.27478E+11,2.24581E+11
Jamaica,JAM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1053690048,1900541275,1645099135,1194860262,1846479130,2169806026,2318429014,1878513939,1772712407,2075840758,2501094876,2281909630,1996447947,1818363782,2473010905,2913835196,3291468022,3781167558,3532039680,3631089258,3938028781,4837564537,4520481085
Jordan,JOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3441302675,3174221853,4116412745,5365764579,5446636728,5461160796,6982163598,7924938971,8918475754,12135159071,13632983538,12094960533,8830598045,13826035948,16047206177,16571894983,15543454210,,,,,,
Japan,JPN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3.61639E+11,4.01958E+11,4.69618E+11,6.73554E+11,8.44667E+11,8.46896E+11,8.95321E+11,9.73297E+11,1.03076E+12,1.05165E+12,1.10456E+12,1.29584E+12,1.26809E+12,1.26685E+12,1.26068E+12,1.2331E+12,1.21652E+12,1.26414E+12,1.27047E+12,1.32244E+12,1.39081E+12,1.40575E+12,1.22757E+12
Kazakhstan,KAZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2098969799,2505883853,3140845035,4962118090,9276665297,7069707374,19127059972,17641023630,19883105671,23183086501,28264709323,29215275561,28299368221,24691645318,29250310668,27854795819,29603056785,30746770568,30976612439,28957509931,35638096635,34377998806,35076053023
Kenya,KEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,897865882,1064987677,1068140537,1482117159,1519538697,1799087913,2416073243,3355419016,2878951355,3849500809,4320858499,4265145710,5711831325,6598881869,7874414432,7514864907,7553884913,7325420063,8164380806,9115806005,8297263559,9490896581,7969488013
Kyrgyz Republic,KGZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,261849461.3,286507193.6,317331858,399268624.1,564545759.3,612352822.7,817170020,1176500794,1225137056,1584332498,1720378724,1831422016,2066679059,2238390588,1957488937,1777941002,1967811283,2177013757,2156976620,2428567694,2811615193,2982533268,
Cambodia,KHM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,611415267.6,697362969.7,913189870.8,982362875.1,1118336324,1158091689,1411426995,2140273311,2639301421,3285950772,3817077827,4061810700,4759658458,4997891277,6108231224,7375682885,9113957299,12201741896,14630894026,18771430900,21328475093,20269721098,17794011472
Kiribati,KIR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,45199214.95,56429365.45,65752273.11,64802098.31,78469063.54,71611722.86,88697803.08,95790629.91,110411464.6,136408154.2,168859133.5,244261262.3,263485328,301952572.3,327252698.8,288394872.3,320542568.3,365098328.5,363216830.6,362798006.1,373502419.4,337532614.3,293979512.2
"Korea, Rep.",KOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,96250965793,1.02875E+11,1.21498E+11,1.55472E+11,1.99195E+11,2.10552E+11,2.39148E+11,2.62533E+11,2.01545E+11,2.70437E+11,2.92143E+11,3.06935E+11,3.27724E+11,3.45694E+11,3.62835E+11,3.66707E+11,3.70154E+11,3.88805E+11,4.03082E+11,4.08819E+11,4.43463E+11,4.63281E+11,4.23366E+11
Kuwait,KWT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7779055735,10599228051,10078199079,8636260734,9353825022,10165102735,14179782170,18776552865,19320771658,23028171516,24801842016,29681701460,33109896469,32410244557,35175442352,30960893268,33936274928,36889754717,40282453060,43668410965,52918606999,49525016981,52461721623
Latin America & Caribbean (excluding high income),LAC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,144286276.3,156822241.4,226409478.1,283273040.7,296221795.4,327051177.3,483003280.4,730865696.3,901686245.3,1023354194,1208082726,1192801277,1293088589,1083878168,1233427356,1068907283,916030473.8,1125475868,980441052.9,1110905149,1392600619,1475794419,
Lebanon,LBN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8474638463,7563692927,10404665642,16367322525,15773807067,16617970571,19238867061,20598783915,28265312110,39131823321,44475631355,47859468419,52530986899,47855927548,50668863617,48531390537,53905512886,55411532096,52380608542,52213484574,42440403087,35239219336,32512880022
Liberia,LBR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,267707.3678,480275.9806,3298470.652,7376738.874,18742650.41,25395460.77,71989512.76,119359165.2,160860063.2,372457051.9,442033413.9,506827131,574181706.2,589723179.8,498992033,560742588.4,586024560,585997776.6,332150947.8,297070852.9,340965880.5,,
Libya,LBY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,13729870472,16079034168,15892271986,21513345090,27714111997,41879958087,62228722605,83259979624,96334974983,1.03754E+11,1.06144E+11,1.10539E+11,1.24648E+11,1.19714E+11,93615450487,77649594284,70191441969,79417877682,85335649782,84663589517,79656428065,82262074686,86683417844
St. Lucia,LCA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,78828583.5,88936538.41,93892175.26,106902191.8,132539594.9,116387878.8,134538725.3,153719597.5,142774402.8,174798934.5,206256181.5,213433689,231967199,192222634.6,257658514.6,317540361.6,305519500.8,321767417.2,285824309.7,260870367.1,231361279,433117473.5,389083414.4
Latin America & Caribbean,LCN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1131355289,1357451866,1705155737,2333781502,2204868879,2734967767,2832098099,3518418228,2616559583,5353610216,7195358507,6739196545,7106460349,7500000872,8210750128,7302096590,6008199165,7959047615,6920825566,7648305273,5663994385,3136991506,
Lower middle income,LMC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,417891096,386488996.6,406370215,460333705.2,501504280.5,519110911.3,658401554.7,1002760338,971530251.5,1502248532,1485976653,903895914.9,999498707.6,1060172209,1081271062,997431660,925195318.8,657668309.3,728527650,774095190.5,,,
Late-demographic dividend,LTE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1362679200,1669177341,2413140714,3449667625,3593962686,3815556165,5772525484,7711952181,6442845969,6623187501,6598353674,8201664834,8529340677,8072525981,8729460563,1697150154,2599864855,4449678813,5770956097,5085045225,4846519050,5579844284,5365254190
Luxembourg,LUX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,97465747.95,126635650.6,177769574.1,311200498.4,330783823,279062530.9,265117813.9,205249438,398118062.6,808815187.2,848320495.4,1010733835,990807493.4,963140967.4,863655854,770747330.4,973176553.1,878080634.3,938890223.6,1054874473,1119076142,2920761393,2873502279
Latvia,LVA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,919162856.3,1217482763,1326623372,1536170568,2020863043,2359714949,4511469902,5760724075,5243938989,6902262691,7605713124,6378031225,7524707960,7895272080,3228078825,3445996161,3511946855,4613455661,4370730736,4479621404,5289640348,5491144973,4460033443
"Macao SAR, China",MAC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3323014302,3508440975,3800343591,4343370556,5436107123,6689436717,9132102574,13229919966,15930121267,18350321741,23726490182,34026184617,16600225451,16145878199,16444386288,18890787008,19491696000,20169663000,20281241000,22214954000,25144935000,26664872000,25970915000
St. Martin (French part),MAF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5016934755,8669348377,10375315952,14146568781,16646737349,16550639874,20790794061,24713570214,22719558204,23568387093,23709466594,20167412692,17138210439,18797794940,20272045639,22749566244,25096263444,26189585939,24461023093,26412762237,35997639773,35648269520,32314245660
Monaco,MCO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,222490325.1,228532262.2,268855942.3,302270799.1,470258874.8,597448067.5,775478572,1333684647,1672406461,1480265227,1717685353,1965325535,2515016645,2820638986,2156677861,1756772270,2205927463,2803268842,2995238116,3059660617,3783579238,3901933745,4474190590
Madagascar,MDG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,285182984.8,398349960.5,363272345.7,414272747.2,503524276,481286830.7,583182459.3,846677005.5,982306552.8,982078789.7,1022970696,1134559590,1052810916,776146663,773817323.4,832008813.4,1183690792,1600175022,1739588290,1693147648,1980766598,2334564598,2159914364
Maldives,MDV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,122801161.6,93075478.33,133146756.1,159492039.1,203594899.3,186354315.3,231550005.6,308403900.3,240580313.6,260981130.1,350103579.3,334913163.2,304506181,368315038.6,614684246.5,563873734.6,467323386,587346816.8,712157733.8,753496279.8,984930745.3,805808189.4,827719476.6
Middle East & North Africa,MEA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,35577279054,44804667773,50671452145,59026700311,64201699863,74109703346,76329367204,87208175923,95299838183,99888815494,1.20584E+11,1.49208E+11,1.67076E+11,1.802E+11,1.95682E+11,1.77597E+11,1.77974E+11,1.7547E+11,1.7639E+11,1.83056E+11,1.99069E+11,2.07799E+11,2.01119E+11
Marshall Islands,MHL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,460208291,798842469.9,789942743.5,934744444.1,991429584.9,1340486932,1889352310,2264233636,2110178286,2288279743,2276767090,2667393349,2891478811,2747604655,2964236412,2470701360,2751929521,2801853318,3284003547,3650514750,4126254084,4129287737,4120124979
Mali,MLI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1471281814,1667548381,2210545703,2730176875,2733736058,2578480780,2980333080,3798767062,373422724.3,538508890,540154074.4,515097920.7,704900046,596933291.3,619373096.6,571697422.7,677039187.8,832991850.8,1024613729,937615561.1,930464309.4,1149326794,1199148721
Myanmar,MMR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,286495285.1,464440901.1,549300678.5,646775820.7,773487465.9,889437362.7,1382707355,3283726257,3920716171,5505842339,6045321167,7361702603,7352900705,8835555373,4509489139,4598610942,4886384704,5213962531,5646407387,5824261144,7670070785,,
Middle East & North Africa (excluding high income),MNA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,688838319.2,435670237.2,572613016.6,556155216.9,392694640.3,458665566.4,584205748.3,662568377.7,681847411.6,793654022,1015962460,1202486372,1529177036,2134820420,1981678245,2040827974
Mongolia,MNG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,202077115.6,206545597,267337072.6,203558127.2,207833968.2,333150649.7,719617928.6,1001846766,656677378.5,1327038037,2287769452,2447811909,4125992251,2247857984,1651791011,1322495173,1304052963,3016698322,3549666962,4363699116,4545276809,4380126029,
Northern Mariana Islands,MNP,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,742321151,726979118.8,824689975.2,947825068.8,1159312550,1102663443,1216256986,1524073650,1660542080,2181058183,2265088388,2591541583,2961916696,3353349472,3221260727,2581229792,2046671564,3361224769,3105757332,3889883055,4075392951,3780829522,2938739968
Mauritania,MRT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,49402252.96,39833320.37,74083411.02,31821258.3,38764016.73,70367752.98,194495586.1,207413837.5,198598074.4,237857971.1,287851716.2,502324710.6,968635710.8,997902480.5,635387343.5,822269358.3,848467104.5,873822720.9,934291833.8,1028702421,1493184646,2038562789,
Mauritius,MUS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,914366133.7,852678482.5,1248516029,1603024427,1632941133,1371551308,1308850537,1831736327,1796126154,2315555503,2618620803,2775245693,3053007539,3490767904,3920880590,4259691508,4962069842,5984338262,6353096296,7362471786,7291065336,8562656040,7792807408
Malawi,MWI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,246503870.9,206054632.9,165874400.4,127393412.9,133673449.2,165231252.5,141932272.7,227314279.6,253908649,163276594.7,325348538.6,217026444.1,244599528.4,428566508.2,600619340.1,681580478.3,610774217.6,768401046.2,766154761.9,846839844.3,594498493.6,,
Malaysia,MYS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,28650936564,29845803174,33761683388,44309888491,66393546884,70458190075,82876090883,1.01995E+11,92166457065,96704054215,1.06528E+11,1.33572E+11,1.39731E+11,1.34854E+11,1.15959E+11,95282342268,94481267074,1.02447E+11,1.01453E+11,1.0363E+11,1.07644E+11,1.16916E+11,1.14659E+11
North America,NAC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,259836317.6,234251046.8,323133447.6,325217778,345060355.3,312104907.4,449578847.2,896022010.4,1292948220,2050927527,1695691125,1786689868,1745866242,1511161813,1177201630,1688180787,1833673822,2432221196,2149813974,2049134995,2171055563,2763919782,2803462865
New Caledonia,NCL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,10099448198,10646598366,7566806239,7415087386,17256543969,28279620717,42298313133,51333378336,53000575307,42382717738,32339472716,32639987436,43830638132,42847532138,34241737874,28283230144,27232964319,39608525296,42838869125,38335890479,36729565818,,
Nicaragua,NIC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,492485082,384021946.5,453205838.9,508236348.5,668198634.9,727807750.9,921891810.9,1103322447,1140842520,1573082251,1798981293,1892248424,1887214938,1992960773,2276176781,2492262792,2447771382,2757785587,2261143360,2397444669,3211903362,4046556204,4404430742
Netherlands,NLD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,17688007847,16897428708,18948439733,21596597094,21603050011,20447919847,23902294464,26928024023,28602644275,39284466011,46146883951,50411044069,54816126189,46309213046,43054391591,38213751383,35905772878,38421990800,38431677255,43320049623,53971404675,64469433091,63352655591
Norway,NOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,27922060282,23604634336,32404966343,37712335260,44307531918,46985905052,56841568846,60839629829,50949819415,48859300062,53215083706,49397087253,51856399588,58283142155,64800723857,57455936482,60445172370,65923863904,63145471060,66946037550,75258813465,84270941751,72077375479
Nepal,NPL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,987342047,1079959914,1070003807,1286240900,1529099986,1565203520,1935487673,2014032856,2457914115,2819466154,3002724838,3702502162,4417738496,5434181403,6216255070,8145463908,8734510299,9435255967,8335473017,8713166195,11467799302,9660979251,
Nauru,NRU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3952081062,3564653927,4962816762,6085430342,6947354918,8892727558,14068475834,17247175110,11052155510,15594002509,16722654736,17011945022,17582960688,16317764963,15861069905,14699798263,17808384490,20683740691,17656593020,17813501891,13733288689,16113750240,14399554617
OECD members,OED,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2459611529,2445296352,3173684751,3593748667,3597609065,4358381770,5014439182,9523990110,11582398509,12203595446,13025235620,14366193706,14401122658,15951037291,16324457252,17543980313,20262241805,16088803823,17388370607,16661756725,15007356725,19730879938,17606348634
Other small states,OSS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2087167574,4218132004,8795802481,11815604886,10718170457,11109358834,12878021928,15798067447,9024013987,13606125134,17255570040,17697925812,13688479776,7651260102,14306811155,20027864211,22027605270,18455861310,11837177726,16586046186,18521734364,22811522858,9926587077
Panama,PAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,722595056.9,1091760798,1182833361,1010969631,630646276.8,1210531906,1334983348,1935051625,2423782839,3028272378,2714469856,2303727320,2466273020,2847991008,4032196741,3378098354,3846753359,2703336162,2121303718,3423477098,9613847649,,
Peru,PER,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8675891764,8980104804,9721160043,10241971443,12664710327,14171339633,17441986976,27785968166,31241088629,33225023877,44214813973,48913127084,64155414239,65766067276,62529770421,61594854512,61801163820,63819289817,60333192024,67711463444,74779155758,,
Philippines,PHL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,15074070181,15682884965,16321045088,17083609600,16234405946,18474495450,22963020102,33740202689,37497616849,44205983462,62326286865,75123089217,83788600501,83182370907,79629428309,80640411491,80666223157,81413504334,79195598850,89515298356,1.0999E+11,1.08755E+11,96040188241
Palau,PLW,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,304157921.7,440065781.6,343099525.4,520462532.7,660156571,750418379.4,1440728433,2106234947,2008196049,2629121235,3121182845,4352806335,4035177908,2850601817,2329505233,1758569680,1679928638,1761946839,2239395527,2338947947,,,
Poland,POL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,27469379417,26563086840,29783862625,33958963963,36772763413,42560656301,48473948179,65724834525,62183606684,79521599626,93472504101,97712435349,1.08902E+11,1.06221E+11,1.00452E+11,94902630299,1.14329E+11,1.13267E+11,1.16957E+11,1.28392E+11,1.54219E+11,1.6603E+11,1.66664E+11
Pre-demographic dividend,PRE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,14262113157,15060281506,17700956382,12813462308,11684065091,10364170168,9882747256,11512068377,12006451709,15781930171,20936757462,20801304307,22658232426,17589253885,19700737012,19402623792,24989773865,26096701287,24920338987,25002862228,29459811843,32535115418,32231572059
Paraguay,PRY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,772414513.8,723168663.9,641167536.8,983433631.4,1168046779,1297088538,1702147179,2461472077,2863012062,3861718923,4166639316,4982545969,4994947873,5872875218,6986586469,5938523047,6880868044,7877536166,7697884446,7717366751,9202411639,9661226173,9518826117
West Bank and Gaza,PSE,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,314081277.7,354784633.9,509535838.8,498173298.1,531755697.1,498047447.6,664041719.5,685224934.3,672378108.5,580939642.2,312800333.7,446349334.4,537846124.6,658352116.3,697074683.3,872540971,896900000
Pacific island small states,PSS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1163240535,1317979112,1573357087,2952140936,3414202841,4552170762,5394808792,9749045696,9996578244,18803758798,31181698263,16809490743,33185072530,42082172538,43215459718,37257529105,31887349773,15007730965,30358280804,39718464943,40972506521,42212542110,47389335670
Romania,ROU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,3395672575,4857637361,7285846580,9449445049,16095478768,21601177535,30206004059,39974195969,39768375684,44383053890,48047830953,48044368559,46711176510,48827640846,43186336128,38700983241,39953479393,44429296937,42129061938,42006529634,52190562712,51885588481,55810109299
Russian Federation,RUS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,27656266696,36302524269,48325637167,78409347971,1.26258E+11,1.82272E+11,3.03773E+11,4.78822E+11,4.26279E+11,4.39342E+11,4.79222E+11,4.9741E+11,5.37816E+11,5.09692E+11,3.86216E+11,3.68043E+11,3.77052E+11,4.32731E+11,4.68645E+11,5.55179E+11,5.9677E+11,6.32242E+11,
Rwanda,RWA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,190641890.7,212109512.5,243728532.5,214698552.3,314640045.5,256882287.2,381762789.7,783926885.4,769313046.8,1009885490,806395756,717579235.8,474675026,654177583.5,945126111.2,917498055.1,1013356070,1178765818,1355058758,1464873538,1806068099,1894963804,1749374899
South Asia,SAS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,
