Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bermuda,BMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,66900000,41799999.9,5400000,12900000,831600000,43700000,-88170000,617153591.8,171529641.6,-70747817.17,222710475.9,-257865988.6,47614095.07,54904045.83,-3425440.524,-143094386.1,-73213793.63,-288109271,95416371.5,4389826.5,476518083.8,49675691.88
Bolivia,BOL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,736350000,705756000,676543000,197400000,65430000,-238620000,280763457,366294241.5,512335605.2,423040000,621997989.5,858941070.4,1059965391,1749612614,656566350.8,554643532.3,335365530.4,712474137.8,302368781.4,-216636843.1,-1129487271,583576424.7
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,32994718700,23225846372,16586600193,10123013671,18161380460,15459981604,19418085598,44579492464,50716402711,31480931700,82389932468,1.02427E+11,92568388321,75211029129,87713983217,64738153494,74294627801,68885491315,78162724370,69174411753,37786286307,46439071565
Barbados,BRB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,73696943.91,91504910.94,228343253.8,184701288.6,228334500,390061395.9,342267498.2,476404577,615122884.6,356008255.1,425337312.6,459552936.4,528045664.5,104089451.2,753687476.1,688525943.3,557500316,91481933.17,241596499.9,215370128.6,262100000,238735064.3
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,549607250.7,60694643.66,229671955.7,123820911.1,113205867,175068516.6,87839128.31,257635717.5,222184549.5,325586827.8,480722547,691170274.4,864905527.5,775641999.1,573906207.8,171289167.8,-150550827.3,467927550.3,516202620.6,373256767.2,565542275.4,204749379.8
Bhutan,BTN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,2425411.898,3370306.526,8859907.539,6210884.352,6122702.143,73855769.76,3144001.019,18299707.23,75274009.03,31141614.86,24380673.57,20433631.07,23534931.75,6450953.85,11884162.35,-16553759.95,2649454.311,13011377.29,-2786960.89,6783112.488
Botswana,BWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57171341.35,30680571.21,407997392.5,418040676.1,390889251.9,420854175,486913109.1,494634226.2,520917902.3,208699298.2,218379837.6,293208060.5,146084155.2,67136806.16,515184471,378554181.5,142522598.3,260575129.4,285955061.9,93607130.03,31807196.16,55155205.35
Central African Republic,CAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,889074.9,5183898.8,5644286.5,11300000,15100000,10100000,34670000,56750000,117110000,42280000,61520000,36908455.8,70035157.3,1852792.6,3475007.9,3000000,7256090.484,6888751.401,18003535.46,25601157.29,34747196.47,30174176.8
Canada,CAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,68303350856,28391098831,24486425377,7011792709,1452416545,25552226941,64302303097,1.20451E+11,70119614333,20951090410,29714744325,38338330427,49368985104,67027866778,64174605786,59986208237,34201872161,25357801000,42603762049,48942300762,30384551083,64727018504
Central Europe and the Baltics,CEB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23562956308,21625801493,26481834433,20414105078,43043918533,74726630916,81628100566,1.53393E+11,1.38572E+11,30638671436,21146153920,49691606915,39085315156,15573660747,53586934387,22990644275,1.15074E+11,29243536404,-19622564278,1.52633E+11,2.12076E+11,1.09739E+11
Switzerland,CHE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23080879763,9765012889,8258050580,19721053893,7102294153,2664910821,53760772986,48688296543,2990936685,47658570355,17670735603,20764483835,39943494322,-24926465857,21003091522,1.18752E+11,1.66801E+11,1.43236E+11,-1.60388E+11,8774913614,-2.57336E+11,9312168738
Channel Islands,CHI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4860015668,4199763049,2549923142,4026497833,6797252642,7462207180,7586190390,13474760473,18473102612,13855126065,16019683112,25564944877,31801970676,21120756844,25527831849,17766285629,11362832162,5237183518,7942631935,13579090979,9205260159,15251537925
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,42095300000,47053000000,53073618897,57900937467,68117272181,1.04109E+11,1.24082E+11,1.56249E+11,1.71535E+11,1.31057E+11,2.43703E+11,2.80072E+11,2.41214E+11,2.90928E+11,2.68097E+11,2.42489E+11,1.7475E+11,1.66084E+11,2.35365E+11,1.8717E+11,2.53096E+11,3.33979E+11
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,234701731.5,272679898.3,212580417.5,165390571.2,282979831,349059586.5,350964618.6,443801751.4,468377743.9,397624744.3,358468317.3,301972462.5,330255520.7,407592122.1,439356961.2,494408755.8,577871524.2,975014998.8,620330654.4,848881139.4,712915894.5,1392435143
Cameroon,CMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,159708006.2,-11668387.38,505256043.3,334888535.9,67984855.64,243601636.5,59122291.34,189581294.6,20995513.74,746276649,536265313.2,653266626.6,527363935.6,547404749.8,725854540.9,694336734.9,663893595.2,814458940.9,765092012.8,1024779238,675186993.7,963531503.5
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,94190399.9,102221899.9,187598693.6,391254723.5,409032814.4,180000000,256100000,1808000000,1726800000,-243200000,2742300000,1596024304,2891607809,1697585831,1499572152,1165720010,932374669.4,1047979483,1407563588,1350994226,1498084808,1677673790
"Congo, Rep.",COG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-98141674.35,-135479673,200095651.5,220038914.2,88557997.22,801314933.9,1489015781,1424251936,1947972913,1189051286,1522228646,298678855.1,-69249948.22,1878859499,2891102397,4279839199,50608700.35,4416953734,4315250918,-1427679257,-1983178867,3690808232
Colombia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2436459923,2541942612,2133698124,1720493455,3115635874,10235417315,6750625311,8885764398,10564155796,8034746177,6429989613,14647048638,15039979139,16210419016,16168701715,11620532646,13857937721,13700880445,11298692774,13989154028,7458624984,9381292454
Comoros,COM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,93636.1151,1145914.995,430423.4793,793243.7346,672560.3786,558865.8,778420.2139,7691947.289,4650574.157,13839598.17,8350406.722,23118440.54,10375197.46,4231644.417,4684558.675,4936699.51,3569823.73,3919473.025,5672348.129,4300803.966,3875846.081,4024772.182
Cabo Verde,CPV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,34202238.38,9010186.206,14759046.68,39216510.81,67638273.8,80513541.33,131539968,191764359.2,210903689.3,126003552.2,116200563.6,102246382.2,128009964.8,89297444,180589795.4,96071472.84,126312006.1,111711633.7,103550532.6,123143385.7,67928586.5,104735749.6
Costa Rica,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,723426415.3,621846413.2,723172624.8,774386239.8,1083718486,1528787464,1801002598,2241492021,2436112218,1614614468,1906923793,2733268840,2696295211,3205384977,3242149797,2955521681,2620435491,2924906991,3014543618,2719031329,2103003649,3592802258
Caribbean small states,CSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1708338669,2038044659,2134414351,2329939021,2533129347,3284457854,3749496377,3938759458,6617474875,3006666779,2587458156,2241090590,672346250.5,928627334.7,3079599971,2928917702,2882439810,1902244663,2833323624,4017315608,3755450878,2777203183
Cuba,CUB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,70502234.64,69702234.64,-1508379.888,69296089.39,146435754.2,133083798.9,172681564.2,126924996.8,203230453.6,155743256.3,145700400.7
Cayman Islands,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,9358723000,2133108000,2802975000,2602570000,3703461000,9506484000,24820937000,28210535000,19555735000,20298045000,20965962639,31131855108,21489604741,34907994324,46040609771,80501525457,2684234739,2506466934,173644548.8,1080420249,6171022541,25893089207
Cyprus,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,854874285.7,944742874,1103449726,908147518,1118841809,1161973511,1871897927,2294635571,12297296307,64632059145,31031904287,40445860585,69972767554,25966316071,51738978689,28960532080,8508203489,14406568776,-1110259659,52834747336,-26023544827,-33356590448
Czechia,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4987079129,5640707236,8496609036,2021275746,6423465151,13730164683,7132002408,13815656004,8815393022,5271613702,10167834375,4188736491,9433199805,7357578653,8088661930,1699914617,10850612308,11234740946,8324668391,10752120871,8515481808,7611819079
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.48007E+11,56948542387,51268214891,65401516009,-20408419557,59835195025,87444159239,50847183837,30954735498,56701916795,86037502102,97535403953,65443087632,67199694459,19488312315,62422464519,64707795193,1.09506E+11,1.66868E+11,71679659389,1.42779E+11,73654317282
Djibouti,DJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3286049.482,3392958.626,3432346.206,14224542.96,38543559.85,22203341.19,108287709.4,195351140.3,227654582.2,96859684.56,36501032.52,79000230.7,109998255.7,286004467.7,152998238.8,143832186.4,159997974.4,164929862,170000000,174999015.3,158230011,166750130.8
Dominica,DMA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,17596296.3,17115925.93,20110637.04,31472140.74,26173948.15,19235559.26,25907525.93,40486774.81,56548262.96,42420685.56,24341705.19,14192972.59,23152398.15,17915757.41,12349892.8,7160376.509,42264926.11,22677207.69,78283172.03,63039788.69,21535037.83,33778931.01
Denmark,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,36013297907,9286404806,4430703179,1184825160,-8804165491,12847031342,2385249288,11809448518,2191215666,3771059440,-11767861925,13558894634,-16349825685,680338945.9,6577348987,1850770715,7804020827,3607276300,8764023726,-3801733789,1582721537,14707994987
Dominican Republic,DOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597900000,2744500000,2829200000,2460600000,3255000000
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,280100000,1113105541,1064960000,637853027,884749028,1156000000,1841000000,1686736540,2638607034,2746930734,2300369124,2571237025,1500402453,1691886708,1502206171,-537792920.9,1638263954,1230243451,1466116068,1381200050,1143918160,869176318.1
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,48073486630,52300514762,63365890143,68473375421,83287174353,1.29274E+11,1.52545E+11,1.93558E+11,2.11787E+11,1.56052E+11,2.98453E+11,3.37211E+11,3.04703E+11,3.61775E+11,3.29634E+11,3.06051E+11,2.20265E+11,2.39724E+11,3.1105E+11,2.61102E+11,3.02737E+11,4.26049E+11
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,51281457720,59935106069,47270188920,42967097271,63734866728,1.10761E+11,1.54554E+11,1.9431E+11,2.35422E+11,1.70363E+11,1.86847E+11,1.93649E+11,1.84994E+11,2.18215E+11,1.87528E+11,2.17096E+11,1.98273E+11,2.12251E+11,2.22258E+11,2.12421E+11,1.99808E+11,2.68183E+11
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.75113E+11,1.2748E+11,1.12947E+11,1.26752E+11,1.98738E+11,1.89046E+11,2.88014E+11,3.96067E+11,3.87381E+11,2.87566E+11,4.97025E+11,5.60738E+11,5.16809E+11,5.91247E+11,6.31305E+11,6.17327E+11,5.29195E+11,5.5704E+11,5.99084E+11,5.36833E+11,5.83099E+11,7.57963E+11
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7972453104,12882292446,12267823241,21409953083,36935783727,47604348941,89036476929,1.34743E+11,1.53019E+11,86701633193,85148972862,1.18909E+11,1.04627E+11,1.15087E+11,63259382920,53300249232,86541315904,66286463565,43441150037,70295401629,39626087180,82065918381
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8.55767E+11,4.56504E+11,4.15191E+11,3.89462E+11,4.41912E+11,1.02119E+12,1.28574E+12,1.88621E+12,1.25079E+12,6.61191E+11,7.49816E+11,1.07224E+12,8.09793E+11,7.595E+11,5.87804E+11,1.11758E+12,1.33742E+12,8.96503E+11,-2.6134E+11,4.61975E+11,1.71902E+11,4.82569E+11
Ecuador,ECU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-23439367.91,538568575.2,783261009.6,871513414,836939593.9,493413835.5,271428852.5,193872526.9,1057404020,308629890.1,165893320.4,646084358.7,567417300.9,727081206.3,772389946.1,1322701337,764226868.1,629601412.3,1389406763,974522496.2,1094692901,647576150.9
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7408700000,8141300000,9010100000,5851800000,5122300000
Euro area,EMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5.55032E+11,3.20365E+11,2.53271E+11,2.68978E+11,2.70126E+11,6.32977E+11,8.17911E+11,1.28146E+12,6.57122E+11,4.38151E+11,5.36184E+11,8.18246E+11,5.43525E+11,6.035E+11,3.84853E+11,7.86527E+11,5.92698E+11,4.81932E+11,-591349391.4,2.00419E+11,45820418669,2.175E+11
Eritrea,ERI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,27870106.7,12131626.4,22766165.8,24999786.5,24103664.8,1431553.8,15375609.7,7206504,39000000,91000000,91000000,39000000,41357999.9,43859000,46511000,49323000,52305000,55468000,61015000,67116000,73828000,70472000
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,40509751188,28909416991,39359708554,30744905691,25268192651,27007774843,32927841460,68229666915,74088629877,9549813317,36609340306,26832032515,20848479096,47373243839,32943256863,23037070821,44253339408,31565354024,58626179995,25880652698,36630335496,43909506911
Estonia,EST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,416214286.8,592889580.2,338234260.4,1038244664,1086893435,3057558405,1758167636,3033145920,1977264597,1866296947,2592255115,1119148299,1787341527,1097942107,1781648554,-715465129.9,925762256.7,1735775304,1232358348,3052870944,3616480318,7361224248
Ethiopia,ETH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,134639999.9,349399999.9,255000000,465000000,545100000,265111675.5,545257102.2,222000573,108537544,221459581.4,288271568.3,628624806,278562822.2,1343876024,1855052154,2626517918,4142937496,4017159565,3360419369,2548743427,2395799881,4259445795
European Union,EUU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6.33987E+11,3.66253E+11,2.95344E+11,2.93508E+11,3.13836E+11,7.31279E+11,9.1186E+11,1.47751E+12,8.28461E+11,4.78991E+11,5.39583E+11,8.77648E+11,5.65178E+11,6.17107E+11,4.32552E+11,8.17238E+11,7.2259E+11,5.29619E+11,-19564127736,3.53735E+11,2.69986E+11,3.77482E+11
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,9379447890,9408180769,8476214403,13554524635,12294722906,23847126318,23445482217,39483270562,43456231486,31750712873,35695180635,42273038439,44641659844,32221217699,16690046150,22084570359,20955062417,24529282318,22655592816,18839128416,12228038571,30621729011
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13502068645,3224710300,8094575465,5965369887,6777097342,10867806671,4638725790,21979356205,19406664159,-8825823234,12221008932,-6008001205,4931090895,-4922279529,17528599997,17485137456,5124075141,17149122038,-10571698825,15611668562,-2487590239,23869274273
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,591375.1146,41301896.35,30672578.33,40310494.54,250597673.1,172951928.7,583975309.3,464230334.1,679220489.3,308373711,178091735.6,217158525.7,277313672,243782754,377869372.3,205373209.1,391619655.4,387602565.3,468861002.9,322282826.1,239380737.9,409894560.5
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,41389082665,50142053919,51550483854,42350800678,35608535813,85137061931,78957053786,83777598395,67997446905,18422928062,38889439213,44205811127,32944663318,31589283791,5804878133,42825414106,32803666729,35868111746,77493098693,53499337504,14725353076,88427620691
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,
