Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Canada,CAN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3.53285E+11,3.26862E+11,3.22895E+11,3.50315E+11,4.11288E+11,4.71687E+11,5.23771E+11,5.74241E+11,6.01988E+11,4.41587E+11,5.30366E+11,6.17008E+11,6.28021E+11,6.33596E+11,6.51216E+11,5.68477E+11,5.55555E+11,6.08867E+11,6.63213E+11,6.73498E+11,5.82464E+11,7.29454E+11
Central Europe and the Baltics,CEB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1.77494E+11,1.96992E+11,2.15705E+11,2.74748E+11,3.77539E+11,4.47133E+11,5.46025E+11,6.96076E+11,8.30363E+11,6.54259E+11,7.36553E+11,8.76624E+11,8.52306E+11,9.11805E+11,9.56696E+11,8.47322E+11,8.82431E+11,1.00345E+12,1.11973E+12,1.1254E+12,1.06626E+12,1.30805E+12
Switzerland,CHE,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.03651E+11,1.94735E+11,1.91791E+11,2.3597E+11,2.80159E+11,3.27669E+11,3.59805E+11,4.24764E+11,4.46992E+11,4.1527E+11,5.11405E+11,5.80778E+11,5.82424E+11,6.22865E+11,6.21273E+11,5.81864E+11,6.0116E+11,6.29723E+11,6.64309E+11,6.56717E+11,6.18988E+11,7.45533E+11
Channel Islands,CHI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,24890789079,23868463512,23679041179,28268701176,40999796183,51389707864,70465652409,83579731830,81032245862,69373951163,88814906594,1.01428E+11,96969375036,96581240296,92021745078,77049347809,76520070964,86534305218,94059123737,88381490820,84631316133,1.10112E+11
China,CHN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.02589E+11,2.1796E+11,2.5597E+11,4.62071E+11,6.25332E+11,8.12612E+11,1.04629E+12,1.34153E+12,1.60966E+12,1.37092E+12,1.79884E+12,2.15312E+12,2.34213E+12,2.53957E+12,2.70227E+12,2.58397E+12,2.42458E+12,2.71898E+12,2.91951E+12,2.90451E+12,2.9844E+12,3.82876E+12
Cote d'Ivoire,CIV,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,8720802411,9519984784,9825571648,11690362430,12612200568,12823052814,13877555585,13315176188,13195328625,14125247027,12727230899,12078571647,13152925227,13434460938,14172573848,13631340135,
Cameroon,CMR,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2699655681,2872658146,3041410657,3243794532,3929106898,4281775615,4915834671,6401352186,7420994826,5466500003,5706381855,7684204902,7590572691,8195673647,8764661785,6917995726,6450612391,6743092466,7511529194,7962324991,6286863325,7588425773
"Congo, Dem. Rep.",COD,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,2755500000,3155300000,6566300000,7715800000,5046900000,8914800000,10379539061,9049323953,12053876499,12745396823,10600660413,12030085170,11668565622,16154326583,15246058776,14125330145,22504383858
"Congo, Rep.",COG,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2648849437,2216294528,2471385775,2847400118,3649651423,4985411681,6357459975,5906063219,8347815368,6304638451,9047643317,11597404643,10350040930,9607063401,9565028637,5139221721,4613285684,,,7922303721,4696801136,
Colombia,COL,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,16836363313,15963042428,14960298470,16289903693,20341759841,25674508685,30374203074,36974836720,45794033360,41130909934,48698794989,67742346674,73003061953,72413166779,69838519052,51601331125,47762824176,54898258556,59901235649,58300167460,42671838312,56655642125
Comoros,COM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,64243545.47,59870515.81,59568519.39,63549588.21,76903900.79,79999320.89,81216870.84,90754487.95,103570195.7,93301162.18,,132185507.8,103125068.1,115781877.1,135985386.7,158188803.4,151069910.3,78172431.23,151498652.6
Cabo Verde,CPV,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,145886863,167692989.6,192996819.6,261979615.8,303367209.1,373107411.9,491212251.5,592421355.2,737776935.1,585130617.1,643510092.1,796639026.5,783764531.8,855136298.4,907869091.4,672364266.5,740004409.9,825638301.5,998392476.5,1041778940,440564475.7,481901344
Costa Rica,CRI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6828328898,6748867876,6711075019,7223519286,8101357122,9085793006,10350291168,11533071115,12568404496,11067310212,12785671893,14378962229,15434698895,16061176865,16906272223,17464504667,19009158600,19792601955,22026859927,23307037691,20344574952,24032445780
Caribbean small states,CSS,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,16597373985,15813008775,15491950238,17531123420,20188494520,24935561699,30518513620,31126491702,38049504033,25131961522,28495195020,36644442759,37095800840,37800741950,36239287847,32069063160,29195063786,30996770006,34599698588,33922555455,22264388339,33240952949
Cuba,CUB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,2219608939,2448042458,2271424581,2408731844,2120368715,1926184358,1951212211,2106105333,1964994505,1179778092,1425857073
Cayman Islands,CYM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,5858607316,6406715731,8218446812,8517734446,5729046526,
Cyprus,CYP,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5591396682,5874204934,6139216142,7202308860,8568615504,9681460631,10696222541,14446078410,29085647895,28242046480,29963228328,37394441407,32580595068,35163844023,36621674792,45299539157,29033389037,42399546256,49907976167,49230305634,42690696559,50789901034
Czechia,CZE,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,31363959965,35123790652,39234979601,49429315651,72184698392,89166510739,1.07731E+11,1.34793E+11,1.61118E+11,1.28068E+11,1.43111E+11,1.69947E+11,1.66182E+11,1.6787E+11,1.79119E+11,1.58794E+11,1.63594E+11,1.84862E+11,2.03642E+11,1.99842E+11,1.82801E+11,2.17271E+11
Germany,DEU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7.10784E+11,7.15435E+11,7.80653E+11,9.48077E+11,1.1822E+12,1.2897E+12,1.50466E+12,1.82117E+12,1.93324E+12,1.55743E+12,1.70968E+12,1.99269E+12,1.89271E+12,1.95534E+12,2.02757E+12,1.80072E+12,1.83386E+12,1.97622E+12,2.16628E+12,2.08355E+12,1.91085E+12,2.28156E+12
Djibouti,DJI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,218432261.8,234958164.8,252480010.8,284215146.2,283984447.5,319821518,341490313.5,341737892.5,411286060.7,436363738.7,453626752,456350121.8,503069417.8,3237580252,3604959459,3565296166,2743243623,4187912515,4622925822,5229134430,3758902868,5239673027
Dominica,DMA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,149185185.2,124819629.6,125902985.2,120636701.9,134286183.8,135283387,150599153.7,156381884.1,165149445.6,154514982.2,180155449.3,195887521.1,165048749.6,174273530.7,290930088.1,280753451.7,280889826.5,230673671.8,167166791.3,225746105,106416851.6,117317685.7
Denmark,DNK,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,85688552483,86337835017,91404296344,1.07389E+11,1.24139E+11,1.5098E+11,1.72151E+11,1.9961E+11,2.30376E+11,1.7713E+11,1.88837E+11,2.15716E+11,2.04991E+11,2.2021E+11,2.26179E+11,1.96465E+11,1.94226E+11,2.12134E+11,2.33766E+11,2.36106E+11,2.2549E+11,2.68503E+11
Dominican Republic,DOM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6201500000,5831400000,5935800000,6749400000,7244870000,8013240000,9291000000,10314000000,9998500000,8443500000,12756600000,14889000000,15754000000,16390900000,17504900000,17529100000,18627500000,19450800000,20671000000,21175100000,15394000000,21088500000
Algeria,DZA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,50268000000,59721000000,67127572447,86654862454,52860813856,65168162141,80830581599,79094592945,72135098776,66846165650,40102767890,35171643986,39939802621,45538830402,39593857129,25747760549,42464382269
East Asia & Pacific (excluding high income),EAP,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5.34315E+11,5.23554E+11,5.79039E+11,8.2026E+11,1.05374E+12,1.30244E+12,1.61979E+12,2.0076E+12,2.3722E+12,2.02272E+12,2.61115E+12,3.12384E+12,3.34737E+12,3.56516E+12,3.75846E+12,3.56955E+12,3.42379E+12,3.85948E+12,4.17462E+12,4.17187E+12,4.11662E+12,5.2015E+12
Early-demographic dividend,EAR,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,8.75505E+11,8.20116E+11,8.39011E+11,9.50675E+11,1.17518E+12,1.45602E+12,1.73006E+12,2.00723E+12,2.39003E+12,1.85324E+12,2.29842E+12,2.79862E+12,2.93294E+12,2.9583E+12,2.93E+12,2.48988E+12,2.42624E+12,2.74579E+12,3.06553E+12,3.07595E+12,2.5688E+12,3.3802E+12
East Asia & Pacific,EAS,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.15611E+12,1.96964E+12,2.06969E+12,2.52016E+12,3.13557E+12,3.6337E+12,4.26612E+12,5.03899E+12,5.71496E+12,4.7732E+12,6.1071E+12,7.15524E+12,7.50708E+12,7.74889E+12,8.02237E+12,7.46044E+12,7.27878E+12,8.11009E+12,8.77912E+12,8.66446E+12,8.23108E+12,1.01633E+13
Europe & Central Asia (excluding high income),ECA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.31607E+11,2.3557E+11,2.53324E+11,3.24312E+11,4.3801E+11,5.55225E+11,6.8727E+11,8.48089E+11,1.11669E+12,7.71393E+11,9.3713E+11,1.19409E+12,1.24862E+12,1.26435E+12,1.22215E+12,9.23442E+11,8.43196E+11,1.00316E+12,1.17463E+12,1.16535E+12,9.59127E+11,1.34929E+12
Europe & Central Asia,ECS,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4.23899E+12,4.26069E+12,4.47921E+12,5.36814E+12,6.67669E+12,7.56989E+12,8.85406E+12,1.07079E+13,1.16914E+13,9.04356E+12,9.96924E+12,1.1663E+13,1.12958E+13,1.17265E+13,1.20177E+13,1.05513E+13,1.05624E+13,1.16042E+13,1.29399E+13,1.26999E+13,1.13396E+13,1.39195E+13
Ecuador,ECU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,6163443860,5833553020,6224320464,7389549410,9081827656,11692971202,14499190568,16407687828,21235891829,15947616988,19687032374,24754257980,26477836476,27740769563,29063481903,21580392708,20251984512,22713223117,25641972792,26314977347,22486552741,29413874123
"Egypt, Arab Rep.",EGY,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,18735000000,17535600000,17136100000,20638700000,27088400000,32141200000,39240500000,47707000000,57826300000,45601000000,49364900000,47370800000,48833600000,44991700000,47364800000,37872900000,34007200000,43609300000,52529133912,54570434741,40646263091,59283561819
Euro area,EMU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.71253E+12,2.74174E+12,2.92428E+12,3.51326E+12,4.38342E+12,4.81813E+12,5.56925E+12,6.7669E+12,7.32206E+12,5.83679E+12,6.29831E+12,7.29482E+12,6.97982E+12,7.30339E+12,7.57109E+12,6.74137E+12,6.8645E+12,7.46387E+12,8.31072E+12,8.10618E+12,7.32636E+12,8.85273E+12
Eritrea,ERI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,106859611.3,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1.94162E+11,2.00207E+11,2.15671E+11,2.66782E+11,3.13693E+11,3.35973E+11,3.84828E+11,4.7162E+11,5.07101E+11,4.16765E+11,4.40045E+11,5.11915E+11,4.8036E+11,5.18542E+11,5.28089E+11,4.6286E+11,4.81511E+11,5.29829E+11,5.76313E+11,5.62362E+11,4.52858E+11,5.66578E+11
Estonia,EST,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3622493893,4105405224,4500607441,5916940176,7925390010,10002048362,11966060834,15803564876,17979196336,13052006249,15761409761,21543303420,21119199400,22810864416,23291007359,18855443189,19856881702,21827396630,24415413770,24808258845,23493665477,31290503466
Ethiopia,ETH,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1008455360,991972510.5,1078275962,1277003187,1715486703,1972885985,2254263815,2726114070,3532787710,3436424616,4652359010,5840334743,6003581061,6124095308,6396127496,6026047096,5917837030,6666299091,7690819312,7654757398,7727453323,9502834017
European Union,EUU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3.06963E+12,3.10642E+12,3.31216E+12,3.99667E+12,4.98965E+12,5.52798E+12,6.414E+12,7.80837E+12,8.52855E+12,6.76727E+12,7.34583E+12,8.51579E+12,8.1496E+12,8.53774E+12,8.85453E+12,7.86936E+12,8.01624E+12,8.75244E+12,9.73447E+12,9.54499E+12,8.68609E+12,1.05093E+13
Fragile and conflict affected situations,FCS,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,1.28654E+11,1.58395E+11,2.12968E+11,2.83928E+11,3.36339E+11,4.06202E+11,5.38424E+11,3.62268E+11,4.53407E+11,5.3651E+11,5.90807E+11,5.63735E+11,4.87404E+11,3.30112E+11,2.89712E+11,3.64698E+11,4.53908E+11,4.64778E+11,3.21482E+11,4.40256E+11
Finland,FIN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,60045402414,60140158690,63147271063,72622668539,88440733799,96701477253,1.13499E+11,1.37954E+11,1.53547E+11,1.08094E+11,1.15023E+11,1.27598E+11,1.20201E+11,1.22439E+11,1.23076E+11,1.00237E+11,1.01589E+11,1.14487E+11,1.26433E+11,1.30585E+11,1.19868E+11,1.43904E+11
Fiji,FJI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1021549634,982362747,1054183878,1383498338,1548885074,1692262757,1608140641,1714964176,2088879320,1480884186,1887412562,2344338650,2503220720,2465742324,2602621732,2348582376,2376666927,2544559336,2729748500,2697960079,1292013410,1232955128
France,FRA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4.75025E+11,4.78684E+11,4.9787E+11,5.92626E+11,6.96534E+11,7.68078E+11,8.70583E+11,1.01719E+12,1.11232E+12,8.77713E+11,9.31365E+11,1.06165E+12,1.00889E+12,1.04735E+12,1.06339E+12,9.55756E+11,9.57953E+11,1.02218E+12,1.13265E+12,1.12453E+12,9.18013E+11,1.15608E+12
Faroe Islands,FRO,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,632250000,663610000,700600000,777570000,809434100.3,881581787.1,1005003431,1183384522,1336317107,1094885398,1235549289,1451515473,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,103557200,115768100,114733900,149356000,166489300,180828900,,,,,,,
Gabon,GAB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3541297780,2808421359,2650855481,3392670226,4236797956,5638895999,,7120435056,9281095980,6867811011,9442190173,10660911362,10164625218,9670499631,8557981460,5501128936,,,,,,
