,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exchange Rates selected indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,"Goods, Value of Imports, Cost, Insurance, Freight (CIF), US Dollars",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: International Financial Statistics (IFS),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhutan,Millions,,175.00,191.00,197.00,249.00,411.00,386.00,420.00,526.00,543.00,529.00,854.00,"1,043.00",991.00,909.00,932.00,"1,061.00","1,002.00","1,029.00","1,048.00",981.00,899.00,"1,220.00",...
,Bolivia,Millions,,"1,830.00","1,708.00","1,775.00","1,616.00","1,877.00","2,341.00","2,913.00","3,586.00","5,080.00","4,544.00","5,593.00","7,926.00","8,579.00","9,339.00","10,516.00","9,767.00","8,427.00","9,287.00","9,996.00","9,782.00","7,080.00","9,560.00",...
,Bosnia and Herzegovina,Millions,,...,...,...,"4,852.46","5,988.84","7,070.98","7,344.99","9,771.77","12,286.60","8,815.88","9,206.96","11,054.93","10,017.73","10,303.31","10,987.88","8,982.80","9,145.03","10,500.84","11,629.95","11,159.34","9,867.98","13,029.49","15,382.48"
,Botswana,Millions,,...,...,...,...,...,...,...,...,...,"4,763.88","5,713.12","7,321.95","8,110.82","8,423.71","8,077.65","7,236.35","6,142.66","5,164.16","6,306.03","6,563.60","6,433.45","8,358.55",...
,Brazil,Millions,,"58,643.00","58,382.00","49,723.00","50,881.00","66,433.00","77,611.00","97,047.00","128,110.00","183,921.00","135,378.00","193,185.00","238,707.00","235,405.00","252,281.00","240,763.00","180,461.00","145,247.00","165,854.00","192,839.00","193,162.00","166,338.00","234,690.00",...
,Brunei Darussalam,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"2,670.55","3,087.54","4,158.11","5,101.35","5,339.55","7,228.32",...
,Bulgaria,Millions,,"6,544.00","7,279.00","7,954.00","10,871.00","14,453.00","15,488.00","19,442.00","30,088.00","37,034.00","23,541.00","25,484.00","32,573.00","32,709.00","34,309.00","34,651.00","29,205.00","28,933.00","34,185.00","37,856.00","37,663.00","35,055.00","46,210.00",...
,Burkina Faso,Millions,,611.00,656.00,739.00,925.00,"1,270.00","1,260.00","1,319.00","1,678.00","2,018.00","1,870.00","2,048.00","2,406.00","3,575.00","4,365.00","3,576.00","3,080.00","3,345.00","3,861.00","4,301.00","4,284.00","4,126.00","4,614.00",...
,Burundi,Millions,,148.00,139.00,129.00,157.00,176.00,269.00,431.00,319.00,403.00,402.00,509.00,752.00,751.00,811.00,769.00,857.00,616.00,755.00,793.00,887.00,909.00,"1,030.00",...
,Cabo Verde,Millions,,311.10,330.25,368.11,452.04,540.73,595.54,721.78,961.71,"1,343.34","1,044.82","1,005.04","1,356.59","1,211.89","1,104.65","1,242.62",883.64,"1,084.87","1,270.84","1,652.18","1,282.74",722.58,...,...
,Cambodia,Millions,,...,...,...,...,...,...,...,...,...,...,"5,216.46","6,265.39","7,420.90","8,758.30","10,305.21","11,607.84","12,233.75","14,206.23","17,244.39","20,133.20","18,882.54","28,490.18","29,820.17"
,Cameroon,Millions,,"1,489.00","1,852.00","1,866.00","2,163.00","2,406.00","2,735.00","3,150.00","4,657.00","5,686.00","4,442.00","5,133.00","6,800.00","6,515.00","6,649.00","7,553.00","6,045.00","5,206.00","4,796.00","5,656.00","6,264.00","5,349.00","6,100.00",...
,Canada,Millions,,"244,786.00","227,291.00","227,499.00","245,021.00","279,931.00","321,933.00","358,621.00","390,093.00","419,262.00","330,361.00","402,431.00","462,963.00","473,959.00","473,593.00","475,316.00","430,125.00","412,940.00","443,651.00","469,105.00","462,672.00","420,095.00","503,686.00",...
,Central African Rep.,Millions,,117.00,107.00,120.00,118.00,151.00,175.00,203.00,249.00,300.00,270.00,300.00,310.00,323.00,213.00,406.00,346.00,399.00,488.00,606.00,603.00,593.00,590.00,...
,Chad,Millions,,317.00,679.00,"1,646.00",790.00,953.00,950.00,"1,350.00","1,800.00","2,000.00","2,000.00","2,400.00","3,300.00","2,800.00","3,000.00","4,400.00","3,700.00","2,465.00","1,851.00","3,173.00","2,694.00","2,645.00","2,745.00",...
,Chile,Millions,,"18,507.00","17,429.00","17,091.00","19,322.00","24,794.00","32,735.00","38,987.00","47,608.00","62,794.00","42,845.00","59,008.00","74,851.00","80,092.00","79,355.00","72,851.00","62,389.00","59,374.00","65,231.00","74,612.00","69,855.00","59,212.00","92,197.00",...
,"China, P.R.: Hong Kong",Millions,,"214,042.00","202,008.00","207,969.00","233,249.00","272,893.00","300,636.00","335,752.00","370,732.00","393,444.00","352,688.00","442,035.00","511,293.00","554,222.00","622,277.00","600,765.00","558,771.00","546,519.00","588,912.00","626,614.00","577,834.00","569,767.00","712,357.00","664,344.00"
,"China, P.R.: Macao",Millions,,"2,625.00","2,824.00","3,009.00","3,232.00","4,094.00","4,514.00","5,236.00","6,045.00","5,880.00","4,751.00","5,629.00","7,927.00","8,982.00","10,140.00","11,262.00","10,603.00","8,924.00","9,451.00","11,162.00","11,167.00","11,588.00","19,219.00",...
,"China, P.R.: Mainland",Millions,,"225,094.00","243,553.00","295,170.00","412,760.00","561,229.00","660,159.00","791,794.00","955,950.00","1,132,567.00","1,005,922.00","1,396,248.00","1,743,483.00","1,818,405.00","1,949,990.00","1,959,233.00","1,679,566.00","1,587,925.00","1,843,792.00","2,135,748.00","2,078,385.00","2,065,963.00","2,686,745.00","2,721,460.00"
,Colombia,Millions,,"11,539.00","12,834.00","12,711.00","13,889.00","16,746.00","21,205.00","26,162.00","32,897.00","39,668.00","32,898.00","40,682.00","54,675.00","59,110.00","59,397.00","64,029.00","54,056.00","44,890.00","46,076.00","51,233.00","52,700.00","43,489.00","61,100.00",...
,"Comoros, Union of the",Millions,,43.00,51.00,53.00,70.00,86.00,99.00,115.00,138.00,180.00,210.00,233.00,277.00,273.00,284.00,278.00,214.00,219.00,253.00,243.00,265.00,280.00,328.00,...
,"Congo, Dem. Rep. of the",Millions,,683.00,790.00,"1,081.00","1,495.00","2,051.00","2,690.00","2,892.00","3,400.00","4,300.00","3,900.00","4,500.00","5,500.00","6,100.00","6,300.00","7,087.00","8,068.00","5,492.00","5,803.00","7,930.00","8,825.00","6,663.00","10,300.00",...
,"Congo, Rep. of",Millions,,465.00,682.00,675.00,831.00,969.00,"1,304.00","2,013.00","3,929.00","3,540.00","4,447.00","4,369.00","7,013.00","7,349.00","8,372.00","10,099.00","10,550.00","11,270.00","4,560.00","3,486.00","2,242.00","1,908.00","2,302.00",...
,Costa Rica,Millions,,"6,389.00","6,569.00","7,188.00","7,663.00","8,268.00","9,823.00","11,548.00","12,952.00","15,371.00","11,396.00","13,570.00","17,253.00","18,456.00","18,126.00","17,509.00","16,272.00","15,456.00","16,797.00","18,289.00","17,573.00","14,942.00","20,728.00",...
,Côte d'Ivoire,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,"12,626.89","10,722.59","10,408.51","8,380.30","9,556.14","10,919.92","10,444.97","10,546.65","13,968.06","18,056.12"
,"Croatia, Rep. of",Millions,,"7,887.00","9,147.00","10,711.00","14,209.00","16,612.00","18,552.00","21,499.00","25,857.00","30,718.00","21,205.00","20,039.00","22,700.00","20,838.00","22,010.00","22,809.00","20,570.00","21,904.00","24,831.00","28,204.00","28,161.00","26,830.00","34,525.00",...
,Cyprus,Millions,,"3,846.00","3,923.00","4,086.00","4,466.00","5,502.00","6,296.00","6,931.00","8,636.00","10,674.00","7,835.00","8,574.00","8,684.00","7,299.00","6,318.00","7,996.00","7,024.00","7,831.00","9,233.00","10,814.00","9,127.00","8,760.00","10,310.00",...
,Czech Rep.,Millions,,"31,974.00","36,297.00","40,656.00","51,728.00","69,967.00","76,340.00","93,329.00","118,455.00","142,247.00","105,244.00","126,594.00","152,160.00","141,544.00","144,335.00","154,236.00","141,365.00","143,041.00","163,351.00","184,659.00","179,041.00","171,100.00","211,972.00",...
,Denmark,Millions,,"45,557.00","45,322.00","50,320.00","57,429.00","68,157.00","75,447.00","85,556.00","98,109.00","109,457.00","83,039.00","83,012.00","95,640.00","91,874.00","97,368.00","99,573.00","85,622.00","85,513.00","92,956.00","102,753.00","98,184.00","98,298.00","120,308.00",...
,Djibouti,Millions,,207.00,196.00,197.00,238.00,261.00,277.00,336.00,473.00,574.00,451.00,374.00,511.00,564.00,719.00,803.00,871.00,"2,327.00","3,576.00","3,603.00","4,138.00","2,911.00","4,011.00",...
,Dominican Rep.,Millions,,"9,479.00","8,779.00","8,838.00","7,627.00","7,888.00","9,869.00","12,173.00","13,596.00","15,993.00","12,297.00","15,489.00","17,408.00","17,741.00","16,801.20","17,273.10","16,906.50","17,398.60","17,734.30","20,197.30","20,267.80","17,046.50","24,556.10",...
,Ecuador,Millions,,"3,721.00","5,363.00","6,431.00","6,703.00","8,226.00","10,286.00","12,114.00","13,893.00","18,853.00","15,090.00","20,591.00","24,286.00","25,477.00","27,145.00","27,726.00","21,519.00","16,325.00","20,010.00","23,177.00","22,562.00","17,919.00","25,687.00",...
,"Egypt, Arab Rep. of",Millions,,"14,578.00","13,376.00","12,770.00","12,950.00","15,950.00","22,335.00","27,162.00","36,946.00","52,828.00","44,951.00","52,946.00","62,244.00","72,450.00","66,181.00","66,786.00","63,574.00","55,789.00","61,627.00","72,000.00","70,919.00","59,843.00","83,503.00",...
,El Salvador,Millions,,"4,947.00","5,027.00","5,184.00","5,754.00","6,329.00","6,835.00","7,764.00","8,822.00","9,820.00","7,325.00","8,416.00","9,965.00","10,259.00","10,748.00","10,515.00","10,293.00","9,825.00","10,572.00","11,464.00","11,603.00","10,248.00","15,075.00",...
,"Equatorial Guinea, Rep. of",Millions,,451.00,813.00,507.00,908.00,"1,092.00","1,310.00","2,020.00","2,767.00","3,787.00","5,597.00","5,485.00","6,972.00","7,505.00","6,104.00","5,946.00","3,525.00","2,323.00","2,842.00","3,087.00","2,283.00","1,598.00","1,900.00",...
,"Eritrea, The State of",Millions,,471.00,423.00,538.00,433.00,480.00,490.00,495.00,510.00,600.00,590.00,660.00,950.00,970.00,"1,040.00","1,130.00","1,020.00",957.00,"1,026.00","1,065.00","1,146.00",980.00,"1,154.00",...
,"Estonia, Rep. of",Millions,,"5,052.00","5,230.00","5,863.00","7,967.00","8,336.00","10,207.00","13,466.00","15,688.00","16,062.00","10,147.00","12,280.00","17,477.00","18,093.00","18,459.00","18,295.00","14,522.00","14,959.00","16,675.00","19,139.00","18,024.00","17,323.00","23,600.00",...
,"Eswatini, Kingdom of",Millions,,"1,046.00","1,129.00",955.00,"1,519.00","1,925.00","1,890.00","1,910.00","1,840.00","1,580.00","1,780.00","1,960.00","1,950.00","1,848.00","1,693.00","1,690.00","1,412.00","1,476.00","1,612.00","1,858.00","1,832.00","1,605.00","1,936.00",...
,"Ethiopia, The Federal Dem. Rep. of",Millions,,"1,260.00","1,811.00","1,594.00","2,686.00","2,874.00","4,095.00","5,207.00","5,809.00","8,277.00","7,668.00","8,602.00","8,896.00","11,913.00","12,072.00","15,357.00","16,702.00","16,429.00","15,761.00","15,305.00","14,554.00","13,115.00","15,973.00",...
,"Fiji, Rep. of",Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"2,306.74","2,406.79","2,725.56","2,779.01","1,731.70","2,164.94",811.07
,Finland,Millions,,"34,443.00","32,639.00","34,218.00","42,513.00","51,443.00","58,692.00","69,451.00","81,756.00","92,108.00","60,888.00","68,769.00","84,249.00","76,558.00","77,588.00","76,764.00","60,431.00","60,841.00","70,586.00","78,623.00","73,716.00","68,267.00","86,013.00",...
,France,Millions,,"338,940.00","328,608.00","329,262.00","398,840.00","470,945.00","503,800.00","541,815.00","631,531.00","717,916.00","563,477.00","610,915.00","719,887.00","675,017.00","682,440.00","676,618.00","570,758.00","567,659.00","619,335.00","676,444.00","654,658.00","581,297.00","715,083.00",...
,Gabon,Millions,,950.00,"1,002.00","1,135.00","1,206.00","1,347.00","1,471.00","1,725.00","2,157.00","2,563.00","2,501.00","2,983.00","3,665.00","3,629.00","3,754.00","4,055.00","3,171.00","3,198.00","3,491.00","3,816.00","3,726.00","3,409.00","3,444.00",...
,"Gambia, The",Millions,,190.07,133.41,161.38,151.92,236.60,259.70,259.35,319.48,319.88,303.48,283.14,341.18,379.13,348.72,388.64,391.45,362.32,547.79,664.63,608.14,676.10,694.19,...
,Georgia,Millions,,709.00,753.00,796.00,"1,141.00","1,846.00","2,490.00","3,678.00","5,215.00","6,302.00","4,500.00","5,257.00","7,065.00","8,037.00","8,023.00","8,602.00","7,300.00","7,342.00","8,057.00","9,362.00","9,519.00","8,053.00","10,105.00",...
,Germany,Millions,,"497,197.00","486,119.00","490,283.00","604,612.00","715,742.00","775,618.00","907,450.00","1,055,847.00","1,185,762.00","925,804.00","1,054,204.00","1,255,005.00","1,155,550.00","1,181,126.00","1,207,192.00","1,051,131.00","1,055,327.00","1,162,907.00","1,284,351.00","1,233,978.00","1,171,782.00","1,421,512.00",...
,Ghana,Millions,,...,...,...,...,...,...,...,...,...,...,...,"17,188.04","19,142.03","18,949.93","15,637.39",...,...,...,...,...,...,...,...
,Greece,Millions,,"33,480.00","33,019.00","31,570.00","44,852.00","52,760.00","57,729.00","67,298.00","84,852.00","96,617.00","74,131.00","65,904.00","66,704.00","61,686.00","60,860.00","61,984.00","46,787.00","46,809.00","53,497.00","63,877.00","62,385.00","55,948.00","77,106.00",...
,Grenada,Millions,,239.00,212.00,199.00,254.00,233.00,328.00,299.00,365.00,363.00,282.00,318.00,336.00,341.00,368.00,340.00,372.00,351.00,420.00,467.00,475.00,393.00,450.00,...
,Guatemala,Millions,,"5,171.00","5,607.00","7,659.00","8,127.00","9,475.00","10,501.00","11,915.00","13,577.00","14,547.00","11,531.00","13,839.00","16,612.00","16,995.00","17,518.00","18,281.00","17,639.00","17,001.00","18,390.00","19,699.00","19,884.00","18,207.00","26,605.00",...
,Guinea,Millions,,612.00,601.00,667.00,640.00,780.00,820.00,956.00,"1,218.00","1,366.00","1,060.00","1,405.00","2,106.00","2,254.00","1,869.00","2,372.00","2,192.00","4,429.00","3,484.00","3,386.00","3,470.00","3,727.00","4,094.00",...
,Guinea-Bissau,Millions,,59.00,62.00,59.00,65.00,83.00,106.00,127.00,168.00,199.00,202.00,196.00,240.00,182.00,183.00,214.00,207.00,230.00,291.00,284.00,335.00,299.00,355.00,...
,Guyana,Millions,,...,...,...,...,...,...,...,...,...,...,...,"1,762.87","1,988.80","1,865.89","1,782.96","1,484.18","1,458.03","1,637.47","2,400.69","4,027.94","2,162.60",...,...
,Honduras,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,"9,152.28","9,298.26","9,424.29","8,912.75","9,684.40","10,724.42","10,354.18","8,957.72",...,...
,Hungary,Millions,,"32,172.00","33,617.00","37,755.00","47,808.00","60,538.00","66,412.00","78,367.00","95,715.00","109,234.00","77,900.00","88,172.00","102,429.00","95,206.00","100,120.00","104,895.00","91,973.00","93,881.00","107,522.00","120,740.00","120,589.00","116,019.00","142,917.00",...
,Iceland,Millions,,"2,589.00","2,269.00","2,275.00","2,827.00","3,643.00","4,978.00","6,207.00","6,738.00","6,206.00","3,604.00","3,918.00","4,843.00","4,771.00","5,021.00","5,374.00","5,299.00","5,671.00","6,965.00","7,679.00","6,567.00","5,697.00","7,815.00",...
