,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exchange Rates selected indicators,,,,,,,,,,,,,,,,,,,,,,,,,
,"Goods, Value of Exports, Free on board (FOB), US Dollars",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: International Financial Statistics (IFS),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Comoros, Union of the",Millions,,14.00,17.00,19.00,27.00,19.00,12.00,10.00,14.00,7.00,15.00,21.00,26.00,20.00,21.00,26.00,17.00,31.00,39.00,41.00,39.00,21.00,34.00,...
,"Congo, Dem. Rep. of the",Millions,,807.00,880.00,"1,132.00","1,378.00","1,917.00","2,403.00","2,705.00","3,100.00","4,400.00","3,500.00","5,300.00","6,600.00","6,300.00","6,200.00","7,915.00","8,685.00","7,193.00","12,296.00","20,004.00","13,382.00","14,122.00","23,500.00",...
,"Congo, Rep. of",Millions,,"2,489.00","2,055.00","2,280.00","2,677.00","3,433.00","4,745.00","6,078.00","6,293.00","9,170.00","8,202.00","6,918.00","13,824.00","7,438.00","10,453.00","8,673.00","8,623.00","7,901.00","8,252.00","11,155.00","5,576.00","4,893.00","6,970.00",...
,Costa Rica,Millions,,"5,850.00","5,021.00","5,264.00","6,102.00","6,301.00","7,027.00","8,199.00","9,337.00","9,502.00","8,784.00","9,450.00","10,225.00","11,266.00","11,481.00","11,250.00","9,421.00","10,361.00","10,767.00","11,496.00","11,865.00","12,321.00","15,495.00",...
,Côte d'Ivoire,Millions,,...,...,...,...,...,...,...,...,...,...,...,...,...,"13,687.05","12,633.39","12,559.88","10,661.02","12,477.55","11,793.03","12,710.76","12,471.38","15,334.27","16,587.44"
,"Croatia, Rep. of",Millions,,"4,432.00","4,666.00","4,906.00","6,187.00","8,028.00","8,768.00","10,377.00","12,366.00","14,123.00","10,467.00","11,805.00","13,348.00","12,368.00","12,668.00","13,834.00","12,925.00","13,813.00","16,070.00","17,403.00","17,181.00","17,193.00","21,877.00",...
,Cyprus,Millions,,951.00,976.00,843.00,923.00,948.00,"1,457.00","1,333.00","1,390.00","1,639.00","1,256.00","1,401.00","1,821.00","1,740.00","2,019.00","3,163.00","3,295.00","2,966.00","3,288.00","5,050.00","3,454.00","3,064.00","3,889.00",...
,Czech Rep.,Millions,,"29,094.00","33,324.00","38,492.00","48,702.00","68,986.00","77,984.00","95,028.00","122,751.00","147,250.00","113,166.00","133,013.00","162,941.00","157,197.00","162,319.00","175,023.00","157,876.00","162,692.00","182,144.00","202,237.00","199,130.00","191,911.00","226,566.00",...
,Denmark,Millions,,"51,292.00","51,705.00","57,495.00","66,512.00","77,079.00","84,959.00","92,610.00","103,301.00","117,120.00","94,042.00","96,389.00","111,866.00","107,085.00","110,947.00","111,493.00","95,458.00","95,327.00","102,506.00","109,697.00","111,076.00","108,453.00","125,942.00",...
,Djibouti,Millions,,32.00,32.00,36.00,37.00,38.00,40.00,55.00,58.00,69.00,77.00,85.00,93.00,118.00,120.00,129.00,134.00,"1,732.00","3,162.00","3,522.00","3,996.00","2,785.00","3,280.00",...
